City,Mapped_Sales_Type,Mapped_Item_Code,Transaction_Date,Quantity_Sold,Median_Price,Average_Tax_Percent,Effective_Price,Percent_Quantity_With_Discount,Avg_Discount_Percent_On_Discounted_Items,Year,Month,Day,Car_sales,F_and_B_Inflation,F_and_B_Inflation_Adjusted_Effective_Price,F_and_B_Inflation_Adjusted_Median_Price,First_Week_Of_The_Month_Dummy,Last_Week_Of_The_Month_Dummy,Day_Of_The_Week_Seasonality,Month_Of_The_Year_Seasonality,Two_Wheeler_sales
Hyderabad,Take Away,9978,7/31/2018,167,187,0.05,163.7,,,2018,7,Tue,7559.28,143.7,0.832985386,0.793319415,0,1,0.86,0.91,37307.52
Hyderabad,Take Away,4064,7/31/2018,368,602,0.05,584.3291051,0.027237354,1.05,2018,7,Tue,7559.28,143.7,3.760119033,3.681280445,0,1,0.83,0.91,37307.52
Hyderabad,Main Hall,965,7/31/2018,694,263,0.05,244.835163,,,2018,7,Tue,7559.28,143.7,1.397600299,1.322199026,0,1,1.08,1.08,37307.52
Hyderabad,Express,9978,7/31/2018,140,263,0.05,243.5,,,2018,7,Tue,7559.28,143.7,1.388308977,1.322199026,0,1,0.78,0.08,37307.52
Hyderabad,Express,1045,7/31/2018,139,392,0.05,378.96,,,2018,7,Tue,7559.28,143.7,2.330967293,2.219902575,0,1,0.73,0.08,37307.52
Hyderabad,Delivery,4056,7/31/2018,617,322,0.05,305.354585,0.003952569,0.10502008,2018,7,Tue,7559.28,143.7,1.818751461,1.732776618,0,1,0.82,1.06,37307.52
Hyderabad,Take Away,4065,7/31/2018,217,652,0.05,651.9581132,,,2018,7,Tue,7559.28,143.7,4.230745395,4.029227557,0,1,0.86,0.91,37307.52
Hyderabad,Express,4058,7/31/2018,115,312,0.05,294.96,,,2018,7,Tue,7559.28,143.7,1.746416145,1.663187196,0,1,0.7,0.08,37307.52
Hyderabad,Express,4057,7/31/2018,113,312,0.05,294.96,,,2018,7,Tue,7559.28,143.7,1.746416145,1.663187196,0,1,0.72,0.08,37307.52
Hyderabad,Express,4056,7/31/2018,120,392,0.05,378.9555556,,,2018,7,Tue,7559.28,143.7,2.330936364,2.219902575,0,1,0.84,0.08,37307.52
Hyderabad,Delivery,4061,7/31/2018,144,942,0.05,942.6315152,0.151515152,0.105005754,2018,7,Tue,7559.28,143.7,6.25352481,6.047320807,0,1,0.75,1.06,37307.52
Hyderabad,Express,4055,7/31/2018,122,362,0.05,347.4581818,,,2018,7,Tue,7559.28,143.7,2.11174796,2.011134308,0,1,0.71,0.08,37307.52
Hyderabad,Take Away,4061,7/31/2018,233,802,0.05,809.4560656,,,2018,7,Tue,7559.28,143.7,5.326764548,5.073068894,0,1,0.82,0.91,37307.52
Hyderabad,Dine-in,9978,7/31/2018,118,263,0.05,243.5,,,2018,7,Tue,7559.28,143.7,1.388308977,1.322199026,0,1,0.85,1.09,37307.52
Hyderabad,Dine-in,979,7/31/2018,164,1222,0.05,1250.46,,,2018,7,Tue,7559.28,143.7,8.395685456,7.995824635,0,1,0.86,1.09,37307.52
Hyderabad,Take Away,4066,7/31/2018,136,662,0.05,662.46,,,2018,7,Tue,7559.28,143.7,4.303827418,4.09881698,0,1,0.77,0.91,37307.52
Hyderabad,Dine-in,978,7/31/2018,188,1172,0.05,1197.95974,,,2018,7,Tue,7559.28,143.7,8.030339181,7.647877523,0,1,0.83,1.09,37307.52
Hyderabad,Delivery,4062,7/31/2018,123,1022,0.05,1040.46,,,2018,7,Tue,7559.28,143.7,6.934307585,6.604036186,0,1,0.76,1.06,37307.52
Hyderabad,Dine-in,971,7/31/2018,275,312,0.05,294.9590244,,,2018,7,Tue,7559.28,143.7,1.746409356,1.663187196,0,1,0.83,1.09,37307.52
Hyderabad,Dine-in,970,7/31/2018,562,312,0.05,294.9583149,,,2018,7,Tue,7559.28,143.7,1.746404418,1.663187196,0,1,0.8,1.09,37307.52
Hyderabad,Dine-in,966,7/31/2018,1250,392,0.05,378.8400527,0.003511853,0.105007837,2018,7,Tue,7559.28,143.7,2.330132586,2.219902575,0,1,0.92,1.09,37307.52
Hyderabad,Take Away,4068,7/31/2018,180,542,0.05,536.4576812,,,2018,7,Tue,7559.28,143.7,3.426984559,3.263743911,0,1,0.66,0.91,37307.52
Hyderabad,Delivery,4063,7/31/2018,116,852,0.05,861.954,,,2018,7,Tue,7559.28,143.7,5.692094642,5.421016006,0,1,0.68,1.06,37307.52
Hyderabad,Delivery,4057,7/31/2018,242,272,0.05,252.9583206,,,2018,7,Tue,7559.28,143.7,1.454128884,1.384829506,0,1,0.74,1.06,37307.52
Hyderabad,Dine-in,965,7/31/2018,1934,362,0.05,347.2583269,0.001645639,0.42,2018,7,Tue,7559.28,143.7,2.110357181,2.011134308,0,1,0.89,1.09,37307.52
Hyderabad,Dine-in,964,7/31/2018,129,1107,0.05,1129.7,,,2018,7,Tue,7559.28,143.7,7.555323591,7.195546277,0,1,0.84,1.09,37307.52
Hyderabad,Delivery,4068,7/31/2018,148,622,0.05,618.8986486,0.027027027,0.105009107,2018,7,Tue,7559.28,143.7,4.00068649,3.82045929,0,1,0.64,1.06,37307.52
Hyderabad,Delivery,4066,7/31/2018,126,752,0.05,756.9586667,,,2018,7,Tue,7559.28,143.7,4.961438181,4.725121781,0,1,0.72,1.06,37307.52
Hyderabad,Delivery,4065,7/31/2018,140,752,0.05,756.9586207,,,2018,7,Tue,7559.28,143.7,4.961437861,4.725121781,0,1,0.77,1.06,37307.52
Hyderabad,Main Hall,966,7/31/2018,121,292,0.05,273.958,,,2018,7,Tue,7559.28,143.7,1.60026444,1.524008351,0,1,1.1,1.08,37307.52
Hyderabad,Delivery,4060,7/31/2018,273,442,0.05,431.457963,,,2018,7,Tue,7559.28,143.7,2.696297585,2.567849687,0,1,0.77,1.06,37307.52
Hyderabad,Take Away,4063,7/31/2018,125,732,0.05,735.9585714,,,2018,7,Tue,7559.28,143.7,4.815299732,4.585942937,0,1,0.68,0.91,37307.52
Hyderabad,Main Hall,10000,7/31/2018,490,282.52,0.05,263.0493404,,,2018,7,Tue,7559.28,143.7,1.524351708,1.458037578,0,1,1.1,1.08,37307.52
Hyderabad,Take Away,4062,7/31/2018,158,872,0.05,882.9565957,,,2018,7,Tue,7559.28,143.7,5.838250492,5.56019485,0,1,0.82,0.91,37307.52
Hyderabad,Take Away,4060,7/31/2018,267,378,0.05,364.0519231,0.006410256,0.105016393,2018,7,Tue,7559.28,143.7,2.227222847,2.122477383,0,1,0.82,0.91,37307.52
Hyderabad,Take Away,4059,7/31/2018,395,359,0.05,344.1942958,0.003521127,0.105,2018,7,Tue,7559.28,143.7,2.089034765,1.990257481,0,1,0.81,0.91,37307.52
Hyderabad,Bakery,4055,7/31/2018,109,263,0.05,243.5,,,2018,7,Tue,7559.28,143.7,1.388308977,1.322199026,0,1,-0.23,,37307.52
Hyderabad,Take Away,4058,7/31/2018,539,249,0.05,228.8,,,2018,7,Tue,7559.28,143.7,1.286012526,1.224773834,0,1,0.75,0.91,37307.52
Hyderabad,Delivery,4055,7/31/2018,1328,302,0.05,284.4574363,,,2018,7,Tue,7559.28,143.7,1.673329411,1.593597773,0,1,0.81,1.06,37307.52
Hyderabad,Take Away,4057,7/31/2018,186,249,0.05,228.8,,,2018,7,Tue,7559.28,143.7,1.286012526,1.224773834,0,1,0.76,0.91,37307.52
Hyderabad,Main Hall,970,7/31/2018,164,248,0.05,228.6490566,,,2018,7,Tue,7559.28,143.7,1.28496212,1.217814892,0,1,0.92,1.08,37307.52
Hyderabad,Delivery,4059,7/31/2018,446,407,0.05,394.7,,,2018,7,Tue,7559.28,143.7,2.440501044,2.324286708,0,1,0.77,1.06,37307.52
Hyderabad,Delivery,4058,7/31/2018,532,272,0.05,252.6602138,0.014251781,0.105008375,2018,7,Tue,7559.28,143.7,1.452054376,1.384829506,0,1,0.72,1.06,37307.52
Hyderabad,Bakery,4056,7/31/2018,109,282.6,0.05,264.08,,,2018,7,Tue,7559.28,143.7,1.531524008,1.458594294,0,1,-3.5,,37307.52
Hyderabad,Take Away,4056,7/31/2018,862,282.6,0.05,262.9078029,0.005326232,1.05,2018,7,Tue,7559.28,143.7,1.523366757,1.458594294,0,1,0.89,0.91,37307.52
Hyderabad,Take Away,4055,7/31/2018,1417,263,0.05,243.0417305,0.00229709,1.05,2018,7,Tue,7559.28,143.7,1.385119906,1.322199026,0,1,0.88,0.91,37307.52
Hyderabad,Delivery,4064,7/31/2018,261,682,0.05,683.0319333,0.006666667,0.10500821,2018,7,Tue,7559.28,143.7,4.446986314,4.237995825,0,1,0.76,1.06,37307.52
Hyderabad,Main Hall,971,7/31/2018,125,248,0.05,227.7585714,,,2018,7,Tue,7559.28,143.7,1.278765285,1.217814892,0,1,1.01,1.08,37307.52
Hyderabad,Main Hall,9978,7/31/2018,294,197,0.05,174.2,,,2018,7,Tue,7559.28,143.7,0.90605428,0.862908838,0,1,1.01,1.08,37307.52
Hyderabad,Take Away,4055,7/30/2018,1171,263,0.05,243.1047736,0.002830189,0.735,2018,7,Mon,7559.28,143.7,1.385558619,1.322199026,0,1,0.75,0.91,37307.52
Hyderabad,Delivery,4055,7/30/2018,1078,302,0.05,284.4574767,,,2018,7,Mon,7559.28,143.7,1.673329692,1.593597773,0,1,0.71,1.06,37307.52
Hyderabad,Take Away,4058,7/30/2018,490,249,0.05,228.8,,,2018,7,Mon,7559.28,143.7,1.286012526,1.224773834,0,1,0.78,0.91,37307.52
Hyderabad,Dine-in,966,7/30/2018,1101,392,0.05,378.4936364,0.004040404,0.360164577,2018,7,Mon,7559.28,143.7,2.327721895,2.219902575,0,1,0.83,1.09,37307.52
Hyderabad,Take Away,4068,7/30/2018,151,542,0.05,536.458,,,2018,7,Mon,7559.28,143.7,3.426986778,3.263743911,0,1,0.71,0.91,37307.52
Hyderabad,Main Hall,965,7/30/2018,702,263,0.05,244.9859222,,,2018,7,Mon,7559.28,143.7,1.398649424,1.322199026,0,1,0.94,1.08,37307.52
Hyderabad,Delivery,4057,7/30/2018,220,272,0.05,252.9588073,,,2018,7,Mon,7559.28,143.7,1.454132271,1.384829506,0,1,0.7,1.06,37307.52
Hyderabad,Take Away,4059,7/30/2018,348,359,0.05,344.3,,,2018,7,Mon,7559.28,143.7,2.089770355,1.990257481,0,1,0.71,0.91,37307.52
Hyderabad,Main Hall,966,7/30/2018,122,292,0.05,273.9581818,,,2018,7,Mon,7559.28,143.7,1.600265705,1.524008351,0,1,0.97,1.08,37307.52
Hyderabad,Dine-in,965,7/30/2018,1883,362,0.05,347.2055248,0.00282167,0.309550173,2018,7,Mon,7559.28,143.7,2.109989734,2.011134308,0,1,0.83,1.09,37307.52
Hyderabad,Take Away,4060,7/30/2018,207,378,0.05,363.9245833,0.010416667,0.105016393,2018,7,Mon,7559.28,143.7,2.226336697,2.122477383,0,1,0.72,0.91,37307.52
Hyderabad,Dine-in,964,7/30/2018,128,1107,0.05,1129.7,,,2018,7,Mon,7559.28,143.7,7.555323591,7.195546277,0,1,0.77,1.09,37307.52
Hyderabad,Main Hall,971,7/30/2018,125,248,0.05,219.1314286,0.071428571,1.05,2018,7,Mon,7559.28,143.7,1.218729496,1.217814892,0,1,0.85,1.08,37307.52
Hyderabad,Delivery,4068,7/30/2018,139,622,0.05,618.3992857,0.035714286,0.105009107,2018,7,Mon,7559.28,143.7,3.997211452,3.82045929,0,1,0.65,1.06,37307.52
Hyderabad,Main Hall,970,7/30/2018,163,248,0.05,228.6653846,,,2018,7,Mon,7559.28,143.7,1.285075745,1.217814892,0,1,0.93,1.08,37307.52
Hyderabad,Delivery,4066,7/30/2018,120,752,0.05,756.96,,,2018,7,Mon,7559.28,143.7,4.96144746,4.725121781,0,1,0.61,1.06,37307.52
Hyderabad,Take Away,4062,7/30/2018,142,872,0.05,882.956129,,,2018,7,Mon,7559.28,143.7,5.838247244,5.56019485,0,1,0.73,0.91,37307.52
Hyderabad,Dine-in,970,7/30/2018,598,312,0.05,294.7654415,0.006160164,0.130906555,2018,7,Mon,7559.28,143.7,1.745062223,1.663187196,0,1,0.83,1.09,37307.52
Hyderabad,Dine-in,971,7/30/2018,269,312,0.05,294.8001899,0.006329114,0.104979079,2018,7,Mon,7559.28,143.7,1.745304035,1.663187196,0,1,0.79,1.09,37307.52
Hyderabad,Express,4058,7/30/2018,113,312,0.05,294.96,,,2018,7,Mon,7559.28,143.7,1.746416145,1.663187196,0,1,0.71,0.08,37307.52
Hyderabad,Main Hall,9978,7/30/2018,303,197,0.05,174.2,,,2018,7,Mon,7559.28,143.7,0.90605428,0.862908838,0,1,0.98,1.08,37307.52
Hyderabad,Take Away,4065,7/30/2018,185,652,0.05,651.9578378,,,2018,7,Mon,7559.28,143.7,4.230743478,4.029227557,0,1,0.73,0.91,37307.52
Hyderabad,Express,4057,7/30/2018,118,312,0.05,294.9571429,,,2018,7,Mon,7559.28,143.7,1.746396262,1.663187196,0,1,0.77,0.08,37307.52
Hyderabad,Take Away,4056,7/30/2018,687,282.6,0.05,264.2794444,,,2018,7,Mon,7559.28,143.7,1.532911931,1.458594294,0,1,0.78,0.91,37307.52
Hyderabad,Express,4056,7/30/2018,119,392,0.05,378.9575,,,2018,7,Mon,7559.28,143.7,2.330949896,2.219902575,0,1,0.83,0.08,37307.52
Hyderabad,Express,1045,7/30/2018,127,392,0.05,378.95625,,,2018,7,Mon,7559.28,143.7,2.330941197,2.219902575,0,1,0.72,0.08,37307.52
Hyderabad,Delivery,4065,7/30/2018,133,752,0.05,750.4768182,0.090909091,0.105007364,2018,7,Mon,7559.28,143.7,4.916331372,4.725121781,0,1,0.6,1.06,37307.52
Hyderabad,Main Hall,10000,7/30/2018,424,282.52,0.05,262.9129712,,,2018,7,Mon,7559.28,143.7,1.523402723,1.458037578,0,1,0.95,1.08,37307.52
Hyderabad,Delivery,4056,7/30/2018,485,322,0.05,305.1088235,0.013368984,0.105004016,2018,7,Mon,7559.28,143.7,1.817041221,1.732776618,0,1,0.72,1.06,37307.52
Hyderabad,Dine-in,9978,7/30/2018,116,263,0.05,243.5,,,2018,7,Mon,7559.28,143.7,1.388308977,1.322199026,0,1,0.8,1.09,37307.52
Hyderabad,Take Away,4066,7/30/2018,127,662,0.05,662.46,,,2018,7,Mon,7559.28,143.7,4.303827418,4.09881698,0,1,0.66,0.91,37307.52
Hyderabad,Take Away,4063,7/30/2018,136,732,0.05,735.956,,,2018,7,Mon,7559.28,143.7,4.815281837,4.585942937,0,1,0.7,0.91,37307.52
Hyderabad,Dine-in,979,7/30/2018,160,1222,0.05,1250.46,,,2018,7,Mon,7559.28,143.7,8.395685456,7.995824635,0,1,0.79,1.09,37307.52
Hyderabad,Take Away,4057,7/30/2018,186,249,0.05,228.8,,,2018,7,Mon,7559.28,143.7,1.286012526,1.224773834,0,1,0.71,0.91,37307.52
Hyderabad,Express,9978,7/30/2018,136,263,0.05,243.5,,,2018,7,Mon,7559.28,143.7,1.388308977,1.322199026,0,1,0.75,0.08,37307.52
Hyderabad,Dine-in,978,7/30/2018,209,1172,0.05,1196.499388,0.010204082,0.130209281,2018,7,Mon,7559.28,143.7,8.020176672,7.647877523,0,1,0.79,1.09,37307.52
Hyderabad,Take Away,4064,7/30/2018,322,602,0.05,599.4581043,,,2018,7,Mon,7559.28,143.7,3.865400865,3.681280445,0,1,0.7,0.91,37307.52
Hyderabad,Express,4055,7/30/2018,124,362,0.05,347.4584615,,,2018,7,Mon,7559.28,143.7,2.111749906,2.011134308,0,1,0.81,0.08,37307.52
Hyderabad,Take Away,4061,7/30/2018,202,802,0.05,809.4573626,,,2018,7,Mon,7559.28,143.7,5.326773574,5.073068894,0,1,0.71,0.91,37307.52
Hyderabad,Delivery,4064,7/30/2018,230,682,0.05,680.2339496,0.050420168,0.105005473,2018,7,Mon,7559.28,143.7,4.427515307,4.237995825,0,1,0.61,1.06,37307.52
Hyderabad,Delivery,4058,7/30/2018,473,272,0.05,252.6689227,0.013812155,0.105005025,2018,7,Mon,7559.28,143.7,1.45211498,1.384829506,0,1,0.71,1.06,37307.52
Hyderabad,Delivery,4059,7/30/2018,312,407,0.05,394.7,,,2018,7,Mon,7559.28,143.7,2.440501044,2.324286708,0,1,0.67,1.06,37307.52
Hyderabad,Delivery,4062,7/30/2018,127,1022,0.05,1040.4575,,,2018,7,Mon,7559.28,143.7,6.934290188,6.604036186,0,1,0.66,1.06,37307.52
Hyderabad,Delivery,4063,7/30/2018,116,852,0.05,861.96,,,2018,7,Mon,7559.28,143.7,5.692136395,5.421016006,0,1,0.62,1.06,37307.52
Hyderabad,Bakery,4055,7/30/2018,108,263,0.05,243.5,,,2018,7,Mon,7559.28,143.7,1.388308977,1.322199026,0,1,-0.35,,37307.52
Hyderabad,Delivery,4061,7/30/2018,128,942,0.05,951.0911765,0.058823529,0.105005754,2018,7,Mon,7559.28,143.7,6.312395104,6.047320807,0,1,0.61,1.06,37307.52
Hyderabad,Take Away,9978,7/30/2018,156,187,0.05,163.7,,,2018,7,Mon,7559.28,143.7,0.832985386,0.793319415,0,1,0.84,0.91,37307.52
Hyderabad,Bakery,4058,7/30/2018,110,249,0.05,228.8,,,2018,7,Mon,7559.28,143.7,1.286012526,1.224773834,0,1,-0.33,,37307.52
Hyderabad,Delivery,4060,7/30/2018,218,442,0.05,431.0957009,0.009345794,0.10501355,2018,7,Mon,7559.28,143.7,2.693776624,2.567849687,0,1,0.69,1.06,37307.52
Hyderabad,Take Away,4062,7/29/2018,196,872,0.05,882.9567059,,,2018,7,Sun,7559.28,143.7,5.838251259,5.56019485,0,1,1.61,0.91,37307.52
Hyderabad,Take Away,4057,7/29/2018,289,249,0.05,223.6089888,0.028089888,1.05,2018,7,Sun,7559.28,143.7,1.249888579,1.224773834,0,1,1.84,0.91,37307.52
Hyderabad,Take Away,4058,7/29/2018,865,249,0.05,228.5549072,0.00132626,1.05,2018,7,Sun,7559.28,143.7,1.284306939,1.224773834,0,1,1.47,0.91,37307.52
Hyderabad,Dine-in,9978,7/29/2018,124,263,0.05,243.5,,,2018,7,Sun,7559.28,143.7,1.388308977,1.322199026,0,1,1.4,1.09,37307.52
Hyderabad,Delivery,4059,7/29/2018,801,407,0.05,394.7,,,2018,7,Sun,7559.28,143.7,2.440501044,2.324286708,0,1,1.62,1.06,37307.52
Hyderabad,Take Away,4055,7/29/2018,2290,263,0.05,241.9151262,0.027994493,0.290901639,2018,7,Sun,7559.28,143.7,1.377279932,1.322199026,0,1,1.52,0.91,37307.52
Hyderabad,Take Away,4063,7/29/2018,150,732,0.05,735.9574359,,,2018,7,Sun,7559.28,143.7,4.815291829,4.585942937,0,1,1.18,0.91,37307.52
Hyderabad,Take Away,1045,7/29/2018,112,392,0.05,378.96,,,2018,7,Sun,7559.28,143.7,2.330967293,2.219902575,0,1,1.47,0.91,37307.52
Hyderabad,Main Hall,970,7/29/2018,157,248,0.05,229.1278261,,,2018,7,Sun,7559.28,143.7,1.288293849,1.217814892,0,1,0.97,1.08,37307.52
Hyderabad,Take Away,4064,7/29/2018,690,602,0.05,598.4035924,0.003454231,0.577504726,2018,7,Sun,7559.28,143.7,3.858062578,3.681280445,0,1,1.87,0.91,37307.52
Hyderabad,Delivery,4060,7/29/2018,469,442,0.05,431.242095,0.005586592,0.105,2018,7,Sun,7559.28,143.7,2.694795372,2.567849687,0,1,1.57,1.06,37307.52
Hyderabad,Dine-in,965,7/29/2018,3299,362,0.05,347.1529987,0.004077792,0.258466862,2018,7,Sun,7559.28,143.7,2.109624208,2.011134308,0,1,1.39,1.09,37307.52
Hyderabad,Take Away,4066,7/29/2018,205,662,0.05,662.4589362,,,2018,7,Sun,7559.28,143.7,4.303820015,4.09881698,0,1,2.05,0.91,37307.52
Hyderabad,Delivery,4055,7/29/2018,2622,302,0.05,284.4572481,,,2018,7,Sun,7559.28,143.7,1.673328101,1.593597773,0,1,1.52,1.06,37307.52
Hyderabad,Express,1045,7/29/2018,180,392,0.05,378.9582609,,,2018,7,Sun,7559.28,143.7,2.33095519,2.219902575,0,1,1.64,0.08,37307.52
Hyderabad,Delivery,4057,7/29/2018,456,272,0.05,252.9583478,,,2018,7,Sun,7559.28,143.7,1.454129073,1.384829506,0,1,1.72,1.06,37307.52
Hyderabad,Dine-in,971,7/29/2018,455,312,0.05,294.9583721,,,2018,7,Sun,7559.28,143.7,1.746404816,1.663187196,0,1,1.51,1.09,37307.52
Hyderabad,Delivery,4062,7/29/2018,141,1022,0.05,1037.136667,0.033333333,0.105005269,2018,7,Sun,7559.28,143.7,6.911180701,6.604036186,0,1,1.42,1.06,37307.52
Hyderabad,Delivery,4063,7/29/2018,128,852,0.05,861.96,,,2018,7,Sun,7559.28,143.7,5.692136395,5.421016006,0,1,1.05,1.06,37307.52
Hyderabad,Dine-in,979,7/29/2018,221,1222,0.05,1248.265909,0.018181818,0.105,2018,7,Sun,7559.28,143.7,8.380416904,7.995824635,0,1,1.51,1.09,37307.52
Hyderabad,Take Away,4068,7/29/2018,241,542,0.05,536.4589231,,,2018,7,Sun,7559.28,143.7,3.426993202,3.263743911,0,1,1.75,0.91,37307.52
Hyderabad,Main Hall,971,7/29/2018,138,248,0.05,231.2562963,,,2018,7,Sun,7559.28,143.7,1.30310575,1.217814892,0,1,1.04,1.08,37307.52
Hyderabad,Main Hall,9978,7/29/2018,250,197,0.05,174.2,,,2018,7,Sun,7559.28,143.7,0.90605428,0.862908838,0,1,0.99,1.08,37307.52
Hyderabad,Dine-in,978,7/29/2018,356,1172,0.05,1197.95951,,,2018,7,Sun,7559.28,143.7,8.03033758,7.647877523,0,1,1.7,1.09,37307.52
Hyderabad,Main Hall,966,7/29/2018,133,292,0.05,273.9554545,,,2018,7,Sun,7559.28,143.7,1.600246726,1.524008351,0,1,0.88,1.08,37307.52
Hyderabad,Dine-in,964,7/29/2018,149,1107,0.05,1129.7,,,2018,7,Sun,7559.28,143.7,7.555323591,7.195546277,0,1,1.45,1.09,37307.52
Hyderabad,Delivery,4061,7/29/2018,190,942,0.05,955.3025316,0.012658228,0.105005754,2018,7,Sun,7559.28,143.7,6.341701682,6.047320807,0,1,1.31,1.06,37307.52
Hyderabad,Take Away,4061,7/29/2018,304,802,0.05,809.4574093,,,2018,7,Sun,7559.28,143.7,5.326773899,5.073068894,0,1,1.56,0.91,37307.52
Hyderabad,Express,4057,7/29/2018,113,312,0.05,294.96,,,2018,7,Sun,7559.28,143.7,1.746416145,1.663187196,0,1,1.6,0.08,37307.52
Hyderabad,Delivery,4056,7/29/2018,1113,322,0.05,305.4053194,0.001996008,0.10502008,2018,7,Sun,7559.28,143.7,1.819104519,1.732776618,0,1,1.51,1.06,37307.52
Hyderabad,Delivery,4066,7/29/2018,159,752,0.05,755.4745833,0.020833333,0.105007364,2018,7,Sun,7559.28,143.7,4.951110531,4.725121781,0,1,1.88,1.06,37307.52
Hyderabad,Delivery,4064,7/29/2018,509,682,0.05,682.3340704,0.01758794,0.105005864,2018,7,Sun,7559.28,143.7,4.442129926,4.237995825,0,1,1.72,1.06,37307.52
Hyderabad,Take Away,4056,7/29/2018,1186,282.6,0.05,261.5438698,0.038139535,0.31243949,2018,7,Sun,7559.28,143.7,1.513875225,1.458594294,0,1,1.49,0.91,37307.52
Hyderabad,Take Away,4065,7/29/2018,279,652,0.05,651.9584524,,,2018,7,Sun,7559.28,143.7,4.230747755,4.029227557,0,1,1.73,0.91,37307.52
Hyderabad,Take Away,4060,7/29/2018,380,378,0.05,358.3047584,0.018587361,1.05,2018,7,Sun,7559.28,143.7,2.187228659,2.122477383,0,1,1.53,0.91,37307.52
Hyderabad,Main Hall,965,7/29/2018,681,263,0.05,244.4106667,0.003508772,1.05,2018,7,Sun,7559.28,143.7,1.394646254,1.322199026,0,1,0.91,1.08,37307.52
Hyderabad,Delivery,4065,7/29/2018,221,752,0.05,755.6626364,0.018181818,0.105007364,2018,7,Sun,7559.28,143.7,4.952419181,4.725121781,0,1,1.66,1.06,37307.52
Hyderabad,Express,4056,7/29/2018,123,392,0.05,378.9566667,,,2018,7,Sun,7559.28,143.7,2.330944096,2.219902575,0,1,1.38,0.08,37307.52
Hyderabad,Express,4058,7/29/2018,117,312,0.05,294.96,,,2018,7,Sun,7559.28,143.7,1.746416145,1.663187196,0,1,1.57,0.08,37307.52
Hyderabad,Dine-in,966,7/29/2018,1562,392,0.05,378.8306685,0.00275672,0.144380878,2018,7,Sun,7559.28,143.7,2.330067283,2.219902575,0,1,1.24,1.09,37307.52
Hyderabad,Delivery,4068,7/29/2018,236,622,0.05,619.07544,0.024,0.105009107,2018,7,Sun,7559.28,143.7,4.001916771,3.82045929,0,1,1.57,1.06,37307.52
Hyderabad,Express,9978,7/29/2018,168,263,0.05,243.5,,,2018,7,Sun,7559.28,143.7,1.388308977,1.322199026,0,1,1.59,0.08,37307.52
Hyderabad,Take Away,4059,7/29/2018,702,359,0.05,343.7918782,0.001692047,1.05,2018,7,Sun,7559.28,143.7,2.086234364,1.990257481,0,1,1.52,0.91,37307.52
Hyderabad,Express,4055,7/29/2018,144,362,0.05,347.4569697,,,2018,7,Sun,7559.28,143.7,2.111739525,2.011134308,0,1,1.56,0.08,37307.52
Hyderabad,Delivery,4058,7/29/2018,1023,272,0.05,252.9119737,0.002192982,0.105025126,2018,7,Sun,7559.28,143.7,1.453806358,1.384829506,0,1,1.5,1.06,37307.52
Hyderabad,Main Hall,10000,7/29/2018,498,282.52,0.05,261.7769509,0.005167959,1.049995227,2018,7,Sun,7559.28,143.7,1.515497223,1.458037578,0,1,0.87,1.08,37307.52
Hyderabad,Take Away,9978,7/29/2018,180,187,0.05,163.7,,,2018,7,Sun,7559.28,143.7,0.832985386,0.793319415,0,1,1.09,0.91,37307.52
Hyderabad,Dine-in,970,7/29/2018,966,312,0.05,294.9282573,0.001169591,0.105020921,2018,7,Sun,7559.28,143.7,1.746195249,1.663187196,0,1,1.29,1.09,37307.52
Hyderabad,Delivery,4058,7/28/2018,982,272,0.05,252.9090126,0.002296211,0.105025126,2018,7,Sat,7559.28,143.7,1.453785752,1.384829506,0,1,1.43,1.06,37307.52
Hyderabad,Express,4058,7/28/2018,127,312,0.05,294.95625,,,2018,7,Sat,7559.28,143.7,1.746390049,1.663187196,0,1,1.59,0.08,37307.52
Hyderabad,Main Hall,10000,7/28/2018,437,282.52,0.05,262.8952761,,,2018,7,Sat,7559.28,143.7,1.523279583,1.458037578,0,1,0.94,1.08,37307.52
Hyderabad,Take Away,4055,7/28/2018,1542,263,0.05,242.0501048,0.022361985,0.34125,2018,7,Sat,7559.28,143.7,1.37821924,1.322199026,0,1,0.93,0.91,37307.52
Hyderabad,Dine-in,971,7/28/2018,315,312,0.05,293.6059804,0.009803922,0.57751046,2018,7,Sat,7559.28,143.7,1.736993601,1.663187196,0,1,1.11,1.09,37307.52
Hyderabad,Main Hall,9978,7/28/2018,301,197,0.05,174.2,,,2018,7,Sat,7559.28,143.7,0.90605428,0.862908838,0,1,1,1.08,37307.52
Hyderabad,Take Away,4064,7/28/2018,353,602,0.05,599.2289256,0.004132231,0.105009452,2018,7,Sat,7559.28,143.7,3.863806024,3.681280445,0,1,0.88,0.91,37307.52
Hyderabad,Dine-in,978,7/28/2018,209,1172,0.05,1197.959796,,,2018,7,Sat,7559.28,143.7,8.030339568,7.647877523,0,1,0.88,1.09,37307.52
Hyderabad,Express,1045,7/28/2018,157,392,0.05,378.9582609,,,2018,7,Sat,7559.28,143.7,2.33095519,2.219902575,0,1,1.27,0.08,37307.52
Hyderabad,Delivery,4061,7/28/2018,147,942,0.05,951.3877778,0.055555556,0.105005754,2018,7,Sat,7559.28,143.7,6.314459136,6.047320807,0,1,1.02,1.06,37307.52
